EMPID,STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,PAY_SCALE_GROUP,GENDER,ETHNIC_ORIGIN,ACTION_REASON,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EMPLOYEE_PAY_BASIS,MANAGER_ID,ACTION_TYPE
16227,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,B,,Successfully Meets Expectations,Emerging Talent,Bi-Weekly,Daily,S463,
16234,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,42,Generation X,Not Assigned,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S2026,
16241,Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Meets & Exceeds,Strong Contributor,Monthly,Salary,S5608,
16248,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,42,Generation X,Group R,Male,H,,No Rating,No Rating,Weekly,Daily,S830,
16255,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3720,
16262,Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3875,
16269,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2182,
16276,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2128,
16283,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S2535,
16290,Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5838,
16297,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,42,Generation X,Not Assigned,Male,B,,No Rating,No Rating,Weekly,Hourly,S3487,
16304,Active,Representative,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2052,
16311,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,42,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1060,
16318,Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3970,
16325,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2445,
16332,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee PT,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2317,
16339,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,H,,Developing/Meets Some,Not assigned,Weekly,Hourly,S3702,
16346,Active,Supervisor,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Emerging Talent,Semi-Mont,Salary,S4257,
16353,Terminated,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,42,Generation X,Not Assigned,Male,W,Resigned - Career Prospects,No Rating,No Rating,Bi-Weekly,Daily,S570,Voluntary Separation
16360,Active,Operator,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1613,
16367,Active,Business Partner,HR,HR,Corporate,Non-Union,Regular Employee FT,42,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5744,
16374,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,42,Generation X,Not Assigned,Male,B,,No Rating,No Rating,Weekly,Daily,S877,
16381,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1044,
16388,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S152,
16395,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee PT,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1704,
16402,Active,Staff Associate,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,U,,No Rating,No Rating,Bi-Weekly,Hourly,S3218,
16409,Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,42,Generation X,Group S,Male,O,,No Rating,No Rating,Weekly,Hourly,S893,
16416,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1858,
16423,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S369,
16430,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,42,Generation X,Group W,Male,B,,No Rating,No Rating,Weekly,Hourly,S3592,
16437,Terminated,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,41,Generation X,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2875,Voluntary Separation
16444,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,42,Generation X,Seller,Male,W,,No Rating,No Rating,Weekly,Hourly,S3647,
16451,Terminated,Analyst,Operations-East,Operations,Product,Non-Union,Regular Employee PT,41,Generation X,Group C,Male,W,Resigned - Job Abandonment,No Rating,No Rating,Bi-Weekly,Hourly,S1147,Voluntary Separation
16458,Active,Laborer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,42,Generation X,Group S,Male,O,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S912,
16465,Active,Director,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group R,Male,W,,Meets & Exceeds,Emerging Talent,Monthly,Salary,S3851,
16472,Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Monthly,Salary,S5166,
16479,Active,Laborer,Support,Support,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1781,
16486,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,42,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3733,
16493,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,42,Generation X,Group R,Male,B,,No Rating,No Rating,Weekly,Daily,S821,
16500,Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Monthly,Salary,S4735,
16507,Active,Supervisor,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Exceeds,Top Talent,Monthly,Salary,S5426,
16514,Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Monthly,Salary,S5182,
16521,Active,Supervisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Meets & Exceeds,Emerging Talent,Monthly,Salary,S1419,
16528,Active,Administrator,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2880,
16535,Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1002,
16542,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1520,
16549,Active,Mechanic,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3862,
16556,Active,Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5817,
16563,Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5614,
16570,Active,Labor,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S4025,
16577,Active,Director,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,43,Generation X,Management,Female,W,,No Rating,No Rating,Semi-Mont,Salary,S4196,
16584,Active,Operator,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1041,
16591,Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1450,
16598,Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,43,Generation X,Group S,Male,V,,No Rating,No Rating,Weekly,Hourly,S913,
16605,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1608,
16612,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,43,Generation X,Group E,Male,W,,No Rating,No Rating,Weekly,Hourly,S3611,
16619,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S3401,
16626,Active,Laborer,Factory-East,Manufacturing,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1303,
16633,Active,Manager,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Semi-Mont,Salary,S3967,
16640,Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1687,
16647,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1409,
16654,Active,Analyst,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2722,
16661,Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,A,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1831,
16668,Terminated,Supervisor,Operations-East,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S2604,Voluntary Separation
16675,Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S989,
16682,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Group R,Male,B,,No Rating,No Rating,Weekly,Daily,S837,
16689,Active,Laborer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S2246,
16696,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S471,
16703,Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1682,
16710,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S743,
16717,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S227,
16724,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,A,,No Rating,No Rating,Bi-Weekly,Hourly,S2226,
16731,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Daily,S808,
16738,Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S1503,
16745,Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5508,
16752,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Daily,S60,
16759,Active,Account Executive,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S395,
16766,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Daily,S203,
16773,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,H,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2433,
16780,Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Semi-Mont,Salary,S4442,
16787,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Daily,S97,
16794,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3608,
16801,Active,Technician,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Weekly,Hourly,S3945,
16808,Active,Account Executive,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2232,
16815,Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5079,
16822,Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5384,
16829,Active,Analyst,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Semi-Mont,Salary,S4374,
16836,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3407,
16843,Active,Forklift Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S228,
16850,Active,Administrator,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2320,
16857,Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Does Not Meet,Not assigned,Weekly,Hourly,S3905,
16864,Active,Manager,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group R,Male,W,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5160,
16871,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2764,
16878,Active,Supervisor,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S649,
16885,Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2307,
16892,Active,Clerk,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2501,
16899,Terminated,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,42,Generation X,Not Assigned,Male,W,Resigned - Personal Reasons,No Rating,No Rating,Bi-Weekly,Daily,S701,Voluntary Separation
16906,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Group E,Male,H,,No Rating,No Rating,Weekly,Hourly,S3409,
16913,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Weekly,Hourly,S3437,
16920,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Exceeds,Not assigned,Bi-Weekly,Hourly,S2199,
16927,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S246,
16934,Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,W,Resigned - Job Abandonment,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S3136,Voluntary Separation
16941,Active,Supervisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Semi-Mont,Salary,S4167,
16948,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,B,,No Rating,No Rating,Weekly,Daily,S876,
16955,Active,Forklift Driver,Factory-West,Manufacturing,Product,Union,Regular Employee FT,43,Generation X,Group E,Male,H,,No Rating,No Rating,Weekly,Hourly,S3478,
16962,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2521,
16969,Active,Manager,Support,Support,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,H,,Successfully Meets Expectations,Strong Contributor,Semi-Mont,Salary,S4319,
16976,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1066,
16983,Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2112,
16990,Active,Trainer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,B,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3969,
16997,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Exceeds,Not assigned,Bi-Weekly,Daily,S281,
17004,Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1329,
17011,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S419,
17018,Active,Driver,Support,Support,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S999,
17025,Active,Supervisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5818,
17032,Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Meets & Exceeds,Not assigned,Monthly,Salary,S5619,
17039,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S829,
17046,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Daily,S558,
17053,Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,43,Generation X,Group M,Male,W,,No Rating,No Rating,Weekly,Hourly,S3498,
17060,Terminated,Business Partner,HR,HR,Corporate,Non-Union,Regular Employee FT,42,Generation X,Group C,Male,B,Resigned - Career Prospects,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5959,Voluntary Separation
17067,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1243,
17074,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S292,
17081,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1119,
17088,Active,Manager,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5060,
17095,Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1027,
17102,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Developing/Meets Some,Strong Contributor,Bi-Weekly,Daily,S494,
17109,Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,43,Generation X,Group P,Male,B,,No Rating,No Rating,Weekly,Hourly,S3312,
17116,Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1002,
17123,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,A,,No Rating,No Rating,Bi-Weekly,Hourly,S1729,
17130,Active,Team Lead,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Exceeds,Not assigned,Bi-Weekly,Hourly,S2094,
17137,Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,43,Generation X,Group P,Male,W,,Too New,Not assigned,Weekly,Hourly,S3312,
17144,Active,Laborer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,43,Generation X,Group U,Male,W,,No Rating,No Rating,Weekly,Hourly,S3586,
17151,Active,Forklift Driver,Factory-West,Manufacturing,Product,Union,Regular Employee FT,43,Generation X,Group E,Male,H,,No Rating,No Rating,Weekly,Hourly,S3333,
17158,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Exceeds,Not assigned,Bi-Weekly,Hourly,S2536,
17165,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S2111,
17172,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2261,
17179,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,A,,Developing/Meets Some,Not assigned,Weekly,Hourly,S3789,
17186,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Group W,Male,W,,No Rating,No Rating,Weekly,Hourly,S3572,
17193,Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3892,
17200,Terminated,Mover,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,Bi-Weekly,Hourly,S1002,Voluntary Separation
17207,Active,Auditor,Support,Support,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Exceeds,Emerging Talent,Monthly,Salary,S4277,
17214,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Daily,S381,
17221,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S33,
17228,Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Developing/Meets Some,Not assigned,Monthly,Salary,S4944,
17235,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,B,,No Rating,No Rating,Bi-Weekly,Daily,S487,
17242,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2939,
17249,Active,Clerk,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1106,
17256,Active,Technician,Support,Support,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,A,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S4008,
17263,Active,Customer Service Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,43,Generation X,Group C,Female,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2833,
17270,Active,Technician,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,43,Generation X,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3909,
17277,Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1088,
17284,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Not Assigned,Female,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2226,
17291,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,43,Generation X,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2276,
